,word,person,number,filename,picth
44,8,nicolas,38,8_nicolas_38.wav,54.054054054054056
45,8,nicolas,10,8_nicolas_10.wav,131.14754098360655
46,8,jackson,47,8_jackson_47.wav,347.82608695652175
47,0,jackson,46,0_jackson_46.wav,62.5
48,0,nicolas,11,0_nicolas_11.wav,66.66666666666667
49,0,jackson,1,0_jackson_1.wav,114.28571428571429
50,1,theo,14,1_theo_14.wav,142.85714285714286
51,6,yweweler,24,6_yweweler_24.wav,400.0
52,3,nicolas,3,3_nicolas_3.wav,150.9433962264151
53,7,nicolas,12,7_nicolas_12.wav,142.85714285714286
54,7,jackson,45,7_jackson_45.wav,102.56410256410257
55,8,theo,17,8_theo_17.wav,153.84615384615384
56,6,yweweler,30,6_yweweler_30.wav,126.98412698412699
57,3,jackson,18,3_jackson_18.wav,347.82608695652175
58,5,theo,43,5_theo_43.wav,57.142857142857146
59,1,yweweler,20,1_yweweler_20.wav,121.21212121212122
60,6,yweweler,18,6_yweweler_18.wav,400.0
61,3,jackson,30,3_jackson_30.wav,103.8961038961039
62,8,yweweler,43,8_yweweler_43.wav,114.28571428571429
63,3,jackson,24,3_jackson_24.wav,333.3333333333333
64,3,jackson,4,3_jackson_4.wav,112.67605633802818
65,1,yweweler,34,1_yweweler_34.wav,117.6470588235294
66,2,theo,0,2_theo_0.wav,140.35087719298247
67,9,theo,8,9_theo_8.wav,129.03225806451613
68,9,theo,9,9_theo_9.wav,142.85714285714286
69,2,theo,1,2_theo_1.wav,170.2127659574468
70,1,yweweler,35,1_yweweler_35.wav,112.67605633802818
71,3,jackson,5,3_jackson_5.wav,112.67605633802818
72,3,jackson,25,3_jackson_25.wav,333.3333333333333
73,3,jackson,31,3_jackson_31.wav,102.56410256410257
74,6,yweweler,19,6_yweweler_19.wav,400.0
75,1,yweweler,21,1_yweweler_21.wav,112.67605633802818
76,5,theo,42,5_theo_42.wav,112.67605633802818
77,8,yweweler,42,8_yweweler_42.wav,111.11111111111111
78,7,jackson,44,7_jackson_44.wav,105.26315789473684
79,7,nicolas,13,7_nicolas_13.wav,137.93103448275863
80,3,jackson,19,3_jackson_19.wav,347.82608695652175
81,6,yweweler,31,6_yweweler_31.wav,363.6363636363636
82,8,theo,16,8_theo_16.wav,145.45454545454547
83,6,yweweler,25,6_yweweler_25.wav,400.0
84,3,nicolas,2,3_nicolas_2.wav,140.35087719298247
85,0,nicolas,10,0_nicolas_10.wav,131.14754098360655
86,0,jackson,47,0_jackson_47.wav,421.05263157894734
87,1,theo,15,1_theo_15.wav,126.98412698412699
88,0,jackson,0,0_jackson_0.wav,112.67605633802818
89,8,jackson,46,8_jackson_46.wav,115.94202898550725
90,8,nicolas,11,8_nicolas_11.wav,59.701492537313435
91,8,nicolas,39,8_nicolas_39.wav,106.66666666666667
92,4,jackson,26,4_jackson_26.wav,112.67605633802818
93,1,theo,29,1_theo_29.wav,216.21621621621622
94,4,jackson,32,4_jackson_32.wav,106.66666666666667
95,0,nicolas,38,0_nicolas_38.wav,121.21212121212122
96,0,nicolas,7,0_nicolas_7.wav,70.17543859649123
97,6,theo,19,6_theo_19.wav,444.44444444444446
98,1,nicolas,9,1_nicolas_9.wav,117.6470588235294
99,5,yweweler,48,5_yweweler_48.wav,111.11111111111111
100,6,theo,25,6_theo_25.wav,444.44444444444446
101,6,theo,31,6_theo_31.wav,114.28571428571429
102,3,theo,20,3_theo_20.wav,190.47619047619048
103,3,theo,34,3_theo_34.wav,129.03225806451613
104,6,yweweler,9,6_yweweler_9.wav,363.6363636363636
105,7,theo,4,7_theo_4.wav,173.91304347826087
106,9,yweweler,27,9_yweweler_27.wav,129.03225806451613
107,0,yweweler,44,0_yweweler_44.wav,135.59322033898306
108,9,theo,44,9_theo_44.wav,131.14754098360655
109,4,theo,38,4_theo_38.wav,126.98412698412699
110,6,nicolas,17,6_nicolas_17.wav,153.84615384615384
111,6,jackson,40,6_jackson_40.wav,105.26315789473684
112,9,yweweler,33,9_yweweler_33.wav,166.66666666666666
113,7,jackson,4,7_jackson_4.wav,115.94202898550725
114,2,jackson,35,2_jackson_35.wav,320.0
115,7,nicolas,3,7_nicolas_3.wav,444.44444444444446
116,4,theo,10,4_theo_10.wav,115.94202898550725
117,7,yweweler,40,7_yweweler_40.wav,117.6470588235294
118,2,jackson,21,2_jackson_21.wav,119.40298507462687
119,5,jackson,36,5_jackson_36.wav,108.10810810810811
120,9,nicolas,29,9_nicolas_29.wav,111.11111111111111
121,1,nicolas,28,1_nicolas_28.wav,106.66666666666667
122,5,jackson,22,5_jackson_22.wav,108.10810810810811
123,4,jackson,1,4_jackson_1.wav,105.26315789473684
124,9,nicolas,15,9_nicolas_15.wav,117.6470588235294
125,9,jackson,42,9_jackson_42.wav,105.26315789473684
126,4,nicolas,6,4_nicolas_6.wav,258.06451612903226
127,0,theo,47,0_theo_47.wav,126.98412698412699
128,1,jackson,43,1_jackson_43.wav,109.58904109589041
129,1,nicolas,14,1_nicolas_14.wav,181.8181818181818
130,5,nicolas,49,5_nicolas_49.wav,320.0
131,4,yweweler,11,4_yweweler_11.wav,117.6470588235294
132,3,yweweler,29,3_yweweler_29.wav,347.82608695652175
133,4,yweweler,39,4_yweweler_39.wav,89.88764044943821
134,3,yweweler,15,3_yweweler_15.wav,119.40298507462687
135,5,nicolas,8,5_nicolas_8.wav,112.67605633802818
136,7,theo,49,7_theo_49.wav,150.9433962264151
137,3,yweweler,17,3_yweweler_17.wav,109.58904109589041
138,4,yweweler,13,4_yweweler_13.wav,166.66666666666666
139,4,nicolas,4,4_nicolas_4.wav,444.44444444444446
140,9,jackson,40,9_jackson_40.wav,115.94202898550725
141,9,nicolas,17,9_nicolas_17.wav,115.94202898550725
142,1,yweweler,8,1_yweweler_8.wav,177.77777777777777
143,0,theo,45,0_theo_45.wav,129.03225806451613
144,1,nicolas,16,1_nicolas_16.wav,119.40298507462687
145,1,jackson,41,1_jackson_41.wav,111.11111111111111
146,9,yweweler,9,9_yweweler_9.wav,109.58904109589041
147,5,jackson,34,5_jackson_34.wav,307.6923076923077
148,4,jackson,3,4_jackson_3.wav,106.66666666666667
149,5,jackson,20,5_jackson_20.wav,102.56410256410257
150,4,theo,8,4_theo_8.wav,115.94202898550725
151,7,yweweler,42,7_yweweler_42.wav,121.21212121212122
152,4,theo,12,4_theo_12.wav,145.45454545454547
153,7,nicolas,1,7_nicolas_1.wav,444.44444444444446
154,2,jackson,37,2_jackson_37.wav,333.3333333333333
155,9,yweweler,19,9_yweweler_19.wav,131.14754098360655
156,2,jackson,23,2_jackson_23.wav,173.91304347826087
157,6,nicolas,29,6_nicolas_29.wav,129.03225806451613
158,0,yweweler,46,0_yweweler_46.wav,145.45454545454547
159,7,theo,6,7_theo_6.wav,145.45454545454547
160,9,yweweler,25,9_yweweler_25.wav,142.85714285714286
161,2,nicolas,48,2_nicolas_48.wav,145.45454545454547
162,7,jackson,6,7_jackson_6.wav,114.28571428571429
163,9,yweweler,31,9_yweweler_31.wav,91.95402298850574
164,6,jackson,42,6_jackson_42.wav,421.05263157894734
165,6,nicolas,15,6_nicolas_15.wav,363.6363636363636
166,9,theo,46,9_theo_46.wav,123.07692307692308
167,3,theo,22,3_theo_22.wav,190.47619047619048
168,6,jackson,8,6_jackson_8.wav,444.44444444444446
169,3,theo,36,3_theo_36.wav,126.98412698412699
170,6,theo,27,6_theo_27.wav,444.44444444444446
171,6,theo,33,6_theo_33.wav,117.6470588235294
172,4,jackson,24,4_jackson_24.wav,111.11111111111111
173,0,nicolas,5,0_nicolas_5.wav,70.79646017699115
174,4,jackson,30,4_jackson_30.wav,109.58904109589041
175,0,jackson,2,0_jackson_2.wav,88.88888888888889
176,1,theo,17,1_theo_17.wav,145.45454545454547
177,4,jackson,18,4_jackson_18.wav,421.05263157894734
178,0,jackson,45,0_jackson_45.wav,421.05263157894734
179,0,nicolas,12,0_nicolas_12.wav,68.37606837606837
180,8,nicolas,13,8_nicolas_13.wav,126.98412698412699
181,8,jackson,44,8_jackson_44.wav,114.28571428571429
182,8,theo,14,8_theo_14.wav,148.14814814814815
183,6,yweweler,33,6_yweweler_33.wav,347.82608695652175
184,7,nicolas,11,7_nicolas_11.wav,153.84615384615384
185,7,jackson,46,7_jackson_46.wav,105.26315789473684
186,3,nicolas,0,3_nicolas_0.wav,135.59322033898306
187,6,yweweler,27,6_yweweler_27.wav,363.6363636363636
188,3,jackson,27,3_jackson_27.wav,320.0
189,8,theo,28,8_theo_28.wav,177.77777777777777
190,3,jackson,7,3_jackson_7.wav,333.3333333333333
191,1,yweweler,37,1_yweweler_37.wav,186.04651162790697
192,7,nicolas,39,7_nicolas_39.wav,131.14754098360655
193,8,yweweler,40,8_yweweler_40.wav,363.6363636363636
194,5,theo,40,5_theo_40.wav,173.91304347826087
195,1,yweweler,23,1_yweweler_23.wav,129.03225806451613
196,3,jackson,33,3_jackson_33.wav,106.66666666666667
197,2,theo,3,2_theo_3.wav,140.35087719298247
198,2,jackson,9,2_jackson_9.wav,320.0
199,2,jackson,8,2_jackson_8.wav,111.11111111111111
200,2,theo,2,2_theo_2.wav,135.59322033898306
201,8,yweweler,41,8_yweweler_41.wav,106.66666666666667
202,7,nicolas,38,7_nicolas_38.wav,133.33333333333334
203,3,jackson,32,3_jackson_32.wav,103.8961038961039
204,1,yweweler,22,1_yweweler_22.wav,115.94202898550725
205,5,theo,41,5_theo_41.wav,166.66666666666666
206,1,yweweler,36,1_yweweler_36.wav,190.47619047619048
207,3,jackson,6,3_jackson_6.wav,333.3333333333333
208,8,theo,29,8_theo_29.wav,150.9433962264151
209,3,jackson,26,3_jackson_26.wav,108.10810810810811
210,3,nicolas,1,3_nicolas_1.wav,131.14754098360655
211,6,yweweler,26,6_yweweler_26.wav,123.07692307692308
212,6,yweweler,32,6_yweweler_32.wav,119.40298507462687
213,8,theo,15,8_theo_15.wav,153.84615384615384
214,7,jackson,47,7_jackson_47.wav,101.26582278481013
215,7,nicolas,10,7_nicolas_10.wav,421.05263157894734
216,8,jackson,45,8_jackson_45.wav,333.3333333333333
217,8,nicolas,12,8_nicolas_12.wav,125.0
218,4,jackson,19,4_jackson_19.wav,421.05263157894734
219,1,theo,16,1_theo_16.wav,137.93103448275863
220,0,jackson,3,0_jackson_3.wav,363.6363636363636
221,0,nicolas,13,0_nicolas_13.wav,64.51612903225806
222,0,jackson,44,0_jackson_44.wav,421.05263157894734
223,0,nicolas,4,0_nicolas_4.wav,177.77777777777777
224,4,jackson,31,4_jackson_31.wav,111.11111111111111
225,4,jackson,25,4_jackson_25.wav,421.05263157894734
226,6,theo,32,6_theo_32.wav,142.85714285714286
227,6,theo,26,6_theo_26.wav,156.86274509803923
228,3,theo,37,3_theo_37.wav,129.03225806451613
229,3,theo,23,3_theo_23.wav,216.21621621621622
230,6,jackson,9,6_jackson_9.wav,444.44444444444446
231,9,yweweler,30,9_yweweler_30.wav,125.0
232,7,jackson,7,7_jackson_7.wav,114.28571428571429
233,2,nicolas,49,2_nicolas_49.wav,153.84615384615384
234,9,theo,47,9_theo_47.wav,190.47619047619048
235,6,nicolas,14,6_nicolas_14.wav,380.95238095238096
236,6,jackson,43,6_jackson_43.wav,444.44444444444446
237,0,yweweler,47,0_yweweler_47.wav,115.94202898550725
238,9,yweweler,24,9_yweweler_24.wav,135.59322033898306
239,7,theo,7,7_theo_7.wav,142.85714285714286
240,2,jackson,22,2_jackson_22.wav,109.58904109589041
241,6,nicolas,28,6_nicolas_28.wav,320.0
242,7,nicolas,0,7_nicolas_0.wav,444.44444444444446
243,4,theo,13,4_theo_13.wav,148.14814814814815
244,7,yweweler,43,7_yweweler_43.wav,117.6470588235294
245,9,yweweler,18,9_yweweler_18.wav,108.10810810810811
246,2,jackson,36,2_jackson_36.wav,114.28571428571429
247,4,theo,9,4_theo_9.wav,119.40298507462687
248,5,jackson,21,5_jackson_21.wav,109.58904109589041
249,4,jackson,2,4_jackson_2.wav,105.26315789473684
250,5,jackson,35,5_jackson_35.wav,112.67605633802818
251,9,yweweler,8,9_yweweler_8.wav,103.8961038961039
252,1,jackson,40,1_jackson_40.wav,109.58904109589041
253,1,nicolas,17,1_nicolas_17.wav,103.8961038961039
254,0,theo,44,0_theo_44.wav,126.98412698412699
255,4,nicolas,5,4_nicolas_5.wav,250.0
256,1,yweweler,9,1_yweweler_9.wav,115.94202898550725
257,9,nicolas,16,9_nicolas_16.wav,114.28571428571429
258,9,jackson,41,9_jackson_41.wav,112.67605633802818
259,4,yweweler,12,4_yweweler_12.wav,119.40298507462687
260,3,yweweler,16,3_yweweler_16.wav,131.14754098360655
261,7,theo,48,7_theo_48.wav,114.28571428571429
262,5,jackson,8,5_jackson_8.wav,108.10810810810811
263,4,yweweler,16,4_yweweler_16.wav,153.84615384615384
264,3,yweweler,12,3_yweweler_12.wav,333.3333333333333
265,5,jackson,31,5_jackson_31.wav,108.10810810810811
266,4,jackson,6,4_jackson_6.wav,111.11111111111111
267,5,jackson,25,5_jackson_25.wav,105.26315789473684
268,9,jackson,45,9_jackson_45.wav,103.8961038961039
269,9,nicolas,12,9_nicolas_12.wav,109.58904109589041
270,4,nicolas,1,4_nicolas_1.wav,444.44444444444446
271,0,theo,40,0_theo_40.wav,68.37606837606837
272,1,nicolas,13,1_nicolas_13.wav,125.0
273,1,jackson,44,1_jackson_44.wav,109.58904109589041
274,5,jackson,19,5_jackson_19.wav,105.26315789473684
275,7,theo,3,7_theo_3.wav,148.14814814814815
276,9,yweweler,20,9_yweweler_20.wav,111.11111111111111
277,0,yweweler,43,0_yweweler_43.wav,114.28571428571429
278,6,jackson,47,6_jackson_47.wav,444.44444444444446
279,6,nicolas,10,6_nicolas_10.wav,160.0
280,9,theo,43,9_theo_43.wav,126.98412698412699
281,7,jackson,3,7_jackson_3.wav,95.23809523809524
282,9,yweweler,34,9_yweweler_34.wav,170.2127659574468
283,2,jackson,32,2_jackson_32.wav,320.0
284,6,nicolas,38,6_nicolas_38.wav,126.98412698412699
285,7,yweweler,47,7_yweweler_47.wav,119.40298507462687
286,7,nicolas,4,7_nicolas_4.wav,444.44444444444446
287,4,theo,17,4_theo_17.wav,129.03225806451613
288,2,jackson,26,2_jackson_26.wav,320.0
289,3,theo,27,3_theo_27.wav,117.6470588235294
290,3,theo,33,3_theo_33.wav,133.33333333333334
291,1,jackson,9,1_jackson_9.wav,103.8961038961039
292,1,theo,8,1_theo_8.wav,114.28571428571429
293,6,theo,22,6_theo_22.wav,421.05263157894734
294,6,theo,36,6_theo_36.wav,137.93103448275863
295,0,jackson,40,0_jackson_40.wav,109.58904109589041
296,0,nicolas,17,0_nicolas_17.wav,117.6470588235294
297,8,yweweler,8,8_yweweler_8.wav,111.11111111111111
298,0,jackson,7,0_jackson_7.wav,71.42857142857143
299,1,theo,12,1_theo_12.wav,156.86274509803923
300,8,nicolas,16,8_nicolas_16.wav,106.66666666666667
301,8,jackson,41,8_jackson_41.wav,121.21212121212122
302,0,yweweler,9,0_yweweler_9.wav,121.21212121212122
303,4,jackson,21,4_jackson_21.wav,421.05263157894734
304,4,jackson,35,4_jackson_35.wav,106.66666666666667
305,0,nicolas,0,0_nicolas_0.wav,137.93103448275863
306,7,nicolas,28,7_nicolas_28.wav,135.59322033898306
307,3,jackson,22,3_jackson_22.wav,347.82608695652175
308,3,jackson,2,3_jackson_2.wav,205.12820512820514
309,1,yweweler,32,1_yweweler_32.wav,135.59322033898306
310,8,theo,39,8_theo_39.wav,137.93103448275863
311,5,theo,45,5_theo_45.wav,111.11111111111111
312,1,yweweler,26,1_yweweler_26.wav,142.85714285714286
313,3,jackson,36,3_jackson_36.wav,108.10810810810811
314,8,yweweler,45,8_yweweler_45.wav,119.40298507462687
315,7,nicolas,14,7_nicolas_14.wav,421.05263157894734
316,7,jackson,43,7_jackson_43.wav,109.58904109589041
317,8,theo,11,8_theo_11.wav,150.9433962264151
318,3,nicolas,49,3_nicolas_49.wav,140.35087719298247
319,6,yweweler,36,6_yweweler_36.wav,173.91304347826087
320,6,yweweler,22,6_yweweler_22.wav,121.21212121212122
321,3,nicolas,5,3_nicolas_5.wav,148.14814814814815
322,2,theo,6,2_theo_6.wav,177.77777777777777
323,2,theo,49,2_theo_49.wav,190.47619047619048
324,2,theo,48,2_theo_48.wav,173.91304347826087
325,2,theo,7,2_theo_7.wav,80.0
326,6,yweweler,23,6_yweweler_23.wav,363.6363636363636
327,3,nicolas,4,3_nicolas_4.wav,137.93103448275863
328,7,jackson,42,7_jackson_42.wav,109.58904109589041
329,7,nicolas,15,7_nicolas_15.wav,148.14814814814815
330,6,yweweler,37,6_yweweler_37.wav,117.6470588235294
331,3,nicolas,48,3_nicolas_48.wav,133.33333333333334
332,8,theo,10,8_theo_10.wav,135.59322033898306
333,3,jackson,37,3_jackson_37.wav,112.67605633802818
334,1,yweweler,27,1_yweweler_27.wav,140.35087719298247
335,5,theo,44,5_theo_44.wav,131.14754098360655
336,8,theo,38,8_theo_38.wav,145.45454545454547
337,8,yweweler,44,8_yweweler_44.wav,380.95238095238096
338,7,nicolas,29,7_nicolas_29.wav,131.14754098360655
339,1,yweweler,33,1_yweweler_33.wav,121.21212121212122
340,3,jackson,3,3_jackson_3.wav,105.26315789473684
341,3,jackson,23,3_jackson_23.wav,105.26315789473684
342,4,jackson,34,4_jackson_34.wav,105.26315789473684
343,0,nicolas,1,0_nicolas_1.wav,153.84615384615384
344,4,jackson,20,4_jackson_20.wav,421.05263157894734
345,0,yweweler,8,0_yweweler_8.wav,123.07692307692308
346,8,jackson,40,8_jackson_40.wav,114.28571428571429
347,8,nicolas,17,8_nicolas_17.wav,119.40298507462687
348,8,yweweler,9,8_yweweler_9.wav,119.40298507462687
349,0,nicolas,16,0_nicolas_16.wav,108.10810810810811
350,0,jackson,41,0_jackson_41.wav,112.67605633802818
351,1,theo,13,1_theo_13.wav,137.93103448275863
352,0,jackson,6,0_jackson_6.wav,363.6363636363636
353,6,theo,37,6_theo_37.wav,400.0
354,6,theo,23,6_theo_23.wav,153.84615384615384
355,1,jackson,8,1_jackson_8.wav,101.26582278481013
356,1,theo,9,1_theo_9.wav,140.35087719298247
357,3,theo,32,3_theo_32.wav,119.40298507462687
358,3,theo,26,3_theo_26.wav,140.35087719298247
359,2,jackson,27,2_jackson_27.wav,333.3333333333333
360,2,jackson,33,2_jackson_33.wav,112.67605633802818
361,4,theo,16,4_theo_16.wav,222.22222222222223
362,7,nicolas,5,7_nicolas_5.wav,444.44444444444446
363,7,yweweler,46,7_yweweler_46.wav,115.94202898550725
364,6,nicolas,39,6_nicolas_39.wav,347.82608695652175
365,9,theo,42,9_theo_42.wav,200.0
366,6,nicolas,11,6_nicolas_11.wav,333.3333333333333
367,6,jackson,46,6_jackson_46.wav,444.44444444444446
368,9,yweweler,35,9_yweweler_35.wav,166.66666666666666
369,7,jackson,2,7_jackson_2.wav,96.3855421686747
370,9,yweweler,21,9_yweweler_21.wav,129.03225806451613
371,7,theo,2,7_theo_2.wav,142.85714285714286
372,0,yweweler,42,0_yweweler_42.wav,112.67605633802818
373,1,jackson,45,1_jackson_45.wav,109.58904109589041
374,1,nicolas,12,1_nicolas_12.wav,117.6470588235294
375,0,theo,41,0_theo_41.wav,131.14754098360655
376,5,jackson,18,5_jackson_18.wav,108.10810810810811
377,9,nicolas,13,9_nicolas_13.wav,109.58904109589041
378,9,jackson,44,9_jackson_44.wav,108.10810810810811
379,4,nicolas,0,4_nicolas_0.wav,444.44444444444446
380,5,jackson,24,5_jackson_24.wav,105.26315789473684
381,4,jackson,7,4_jackson_7.wav,111.11111111111111
382,5,jackson,30,5_jackson_30.wav,106.66666666666667
383,3,yweweler,13,3_yweweler_13.wav,105.26315789473684
384,4,yweweler,17,4_yweweler_17.wav,156.86274509803923
385,5,jackson,9,5_jackson_9.wav,320.0
386,4,yweweler,15,4_yweweler_15.wav,117.6470588235294
387,3,yweweler,39,3_yweweler_39.wav,166.66666666666666
388,4,yweweler,29,4_yweweler_29.wav,140.35087719298247
389,3,yweweler,11,3_yweweler_11.wav,142.85714285714286
390,4,jackson,5,4_jackson_5.wav,421.05263157894734
391,5,jackson,26,5_jackson_26.wav,108.10810810810811
392,9,nicolas,39,9_nicolas_39.wav,112.67605633802818
393,1,nicolas,38,1_nicolas_38.wav,115.94202898550725
394,5,jackson,32,5_jackson_32.wav,105.26315789473684
395,1,nicolas,10,1_nicolas_10.wav,117.6470588235294
396,1,jackson,47,1_jackson_47.wav,109.58904109589041
397,0,theo,43,0_theo_43.wav,126.98412698412699
398,4,nicolas,2,4_nicolas_2.wav,131.14754098360655
399,9,jackson,46,9_jackson_46.wav,114.28571428571429
400,9,nicolas,11,9_nicolas_11.wav,109.58904109589041
401,7,jackson,0,7_jackson_0.wav,95.23809523809524
402,2,jackson,19,2_jackson_19.wav,114.28571428571429
403,9,yweweler,37,9_yweweler_37.wav,109.58904109589041
404,6,jackson,44,6_jackson_44.wav,444.44444444444446
405,6,nicolas,13,6_nicolas_13.wav,142.85714285714286
406,9,theo,40,9_theo_40.wav,266.6666666666667
407,0,yweweler,40,0_yweweler_40.wav,186.04651162790697
408,4,theo,28,4_theo_28.wav,444.44444444444446
409,9,yweweler,23,9_yweweler_23.wav,135.59322033898306
410,7,theo,0,7_theo_0.wav,150.9433962264151
411,2,jackson,25,2_jackson_25.wav,333.3333333333333
412,7,yweweler,44,7_yweweler_44.wav,117.6470588235294
413,7,nicolas,7,7_nicolas_7.wav,444.44444444444446
414,4,theo,14,4_theo_14.wav,148.14814814814815
415,2,jackson,31,2_jackson_31.wav,320.0
416,3,theo,30,3_theo_30.wav,285.7142857142857
417,3,theo,24,3_theo_24.wav,133.33333333333334
418,6,nicolas,9,6_nicolas_9.wav,333.3333333333333
419,3,theo,18,3_theo_18.wav,125.0
420,2,yweweler,48,2_yweweler_48.wav,363.6363636363636
421,6,theo,35,6_theo_35.wav,163.26530612244898
422,6,theo,21,6_theo_21.wav,400.0
423,8,nicolas,15,8_nicolas_15.wav,102.56410256410257
424,8,jackson,42,8_jackson_42.wav,57.55395683453237
425,0,jackson,4,0_jackson_4.wav,111.11111111111111
426,1,theo,11,1_theo_11.wav,156.86274509803923
427,4,nicolas,49,4_nicolas_49.wav,444.44444444444446
428,0,jackson,43,0_jackson_43.wav,62.5
429,0,nicolas,14,0_nicolas_14.wav,119.40298507462687
430,0,nicolas,3,0_nicolas_3.wav,140.35087719298247
431,8,nicolas,29,8_nicolas_29.wav,109.58904109589041
432,1,theo,39,1_theo_39.wav,181.8181818181818
433,4,jackson,36,4_jackson_36.wav,105.26315789473684
434,4,jackson,22,4_jackson_22.wav,421.05263157894734
435,0,nicolas,28,0_nicolas_28.wav,117.6470588235294
436,8,yweweler,46,8_yweweler_46.wav,114.28571428571429
437,5,theo,46,5_theo_46.wav,129.03225806451613
438,1,yweweler,25,1_yweweler_25.wav,137.93103448275863
439,3,jackson,35,3_jackson_35.wav,111.11111111111111
440,3,jackson,21,3_jackson_21.wav,347.82608695652175
441,3,jackson,1,3_jackson_1.wav,112.67605633802818
442,1,yweweler,31,1_yweweler_31.wav,114.28571428571429
443,3,nicolas,6,3_nicolas_6.wav,145.45454545454547
444,6,yweweler,21,6_yweweler_21.wav,380.95238095238096
445,7,yweweler,9,7_yweweler_9.wav,111.11111111111111
446,1,yweweler,19,1_yweweler_19.wav,112.67605633802818
447,8,theo,12,8_theo_12.wav,140.35087719298247
448,6,yweweler,35,6_yweweler_35.wav,181.8181818181818
449,7,nicolas,17,7_nicolas_17.wav,145.45454545454547
450,7,jackson,40,7_jackson_40.wav,111.11111111111111
451,2,theo,5,2_theo_5.wav,140.35087719298247
452,2,nicolas,8,2_nicolas_8.wav,275.86206896551727
453,2,nicolas,9,2_nicolas_9.wav,296.2962962962963
454,2,theo,4,2_theo_4.wav,160.0
455,6,yweweler,34,6_yweweler_34.wav,115.94202898550725
456,8,theo,13,8_theo_13.wav,142.85714285714286
457,7,jackson,41,7_jackson_41.wav,108.10810810810811
458,7,nicolas,16,7_nicolas_16.wav,148.14814814814815
459,3,nicolas,7,3_nicolas_7.wav,140.35087719298247
460,1,yweweler,18,1_yweweler_18.wav,125.0
461,7,yweweler,8,7_yweweler_8.wav,109.58904109589041
462,6,yweweler,20,6_yweweler_20.wav,400.0
463,1,yweweler,30,1_yweweler_30.wav,111.11111111111111
464,3,jackson,0,3_jackson_0.wav,102.56410256410257
465,3,jackson,20,3_jackson_20.wav,333.3333333333333
466,8,yweweler,47,8_yweweler_47.wav,114.28571428571429
467,3,jackson,34,3_jackson_34.wav,115.94202898550725
468,1,yweweler,24,1_yweweler_24.wav,135.59322033898306
469,5,theo,47,5_theo_47.wav,125.0
470,4,jackson,23,4_jackson_23.wav,106.66666666666667
471,0,nicolas,29,0_nicolas_29.wav,112.67605633802818
472,0,nicolas,2,0_nicolas_2.wav,140.35087719298247
473,4,jackson,37,4_jackson_37.wav,421.05263157894734
474,1,theo,38,1_theo_38.wav,235.2941176470588
475,8,nicolas,28,8_nicolas_28.wav,112.67605633802818
476,4,nicolas,48,4_nicolas_48.wav,444.44444444444446
477,1,theo,10,1_theo_10.wav,121.21212121212122
478,0,jackson,5,0_jackson_5.wav,380.95238095238096
